date,monto,boletin,descripcion
06-May-98,1000000000,1998050601N.pdf,Que por la Resolución de la SECRETARIA DE HACIENDA Nº 107/96 se procedió a la emisión de un instrumento de deuda pública denominado “BONOS EXTERNOS GLOBALES DE LA REPUBLICA ARGENTINA 9 25 % 2001” con fecha 23 de febrero de 1996 y por un VALOR NOMINAL DOLARES ESTADOUNIDENSES UN MIL MILLONES (V. N. U$S 1.000.000.000).
29-May-98,300000000,1998052901N.pdf,Artículo 1º — Dispónese la emisión de LETRAS DEL TESORO EN PESOS Y EN DOLARES ESTADOUNIDENSES con vencimiento 14 de agosto de 1998 y 13 de noviembre de 1998 por un importe de PESOS VALOR NOMINAL TRESCIENTOS MILLONES ($VN 300.000.000) y DOLARES ESTADOUNIDENSES TRESCIENTOS MILLONES (U$SVN 300.000.000) respectivamente.
17-Jun-98,2750000000,1998061701N.pdf,Que por Resolución del MINISTERIO DE ECONOMIA Y OBRAS Y SERVICIOS PUBLICOS 1033/97 se procedió a la emisión de un instrumento de deuda pública denominado “BONOS EXTERNOS GLOBALES DE LA REPUBLICA ARGENTINA 9.75% 1997-2027” con fecha 19 de septiembre de 1997 y por un VALOR NOMINAL DOLARES ESTADOUNIDENSES DOS MIL SETECIENTOS CINCUENTA MILLONES (V. N. U$S 2.750.000.000.-).
19-Jun-98,300000000,1998061901N.pdf,Artículo 1º — Dispónese la emisión de LETRAS DEL TESORO EN PESOS Y LETRAS DEL TESORO EN DOLARES ESTADOUNIDENSES con vencimiento 18 de Setiembre de 1998 y 18 de Diciembre de 1998 por un importe de PESOS VALOR NOMINAL TRESCIENTOS MILLONES ($VN 300.000.000) y DOLARES ESTADOUNIDENSES VALOR NOMINAL TRESCIENTOS MILLONES (U$SVN 300.000.000) respectivamente.
21-Jul-98,1250000000,1998072101N.pdf,Artículo 1º — Dispónese la emisión de Bonos del Tesoro a Mediano Plazo en DOLARES ESTADOUNIDENSES “BONTES A TASA VARIABLE 2.003” por un monto de hasta VALOR NOMINAL DOLARES ESTADOUNIDENSES MIL DOSCIENTOS CINCUENTA MILLONES (VN U$S 1.250.000.000).
21-Jul-98,300000000,1998072101N.pdf,Artículo 1º — Dispónese la emisión de LETRAS DEL TESORO EN PESOS Y LETRAS DEL TESORO EN DOLARES ESTADOUNIDENSES con vencimiento 16 de octubre de 1998 y 15 de enero de 1999 por un importe de PESOS VALOR NOMINAL TRESCIENTOS MILLONES ($VN 300.000.000) y DOLARES ESTADOUNIDENSES VALOR NOMINAL TRESCIENTOS MILLONES (U$SVN 300.000.000) respectivamente.
14-Aug-98,550000000,1998081401N.pdf,Artículo 1º — Dispónese la emisión de LETRAS DEL TESORO EN PESOS Y LETRAS DEL TESORO ENDOLARESESTADOUNIDENSESconvencimiento 13 de noviembre de 1998 y 12 de febrero de 1999 por un importe de PESOS VALOR NOMINAL TRESCIENTOS MILLONES ($VN 300.000.000) y DOLARES ESTADOUNIDENSES VALOR NOMINAL QUINIENTOS CINCUENTA MILLONES (U$SVN 550.000.000) res-pectivamente.
18-Sep-98,300000000,1998091801N.pdf,Artículo 1º — Dispónese la emisión de LETRAS DEL TESORO EN DOLARES ESTADOUNIDENSES con vencimiento 18 de Diciembre de 1998 por un importe de DOLARES ESTADOUNIDENSES VALOR NOMINAL TRESCIENTOS MILLONES (U$SVN 300.000.000).
16-Oct-98,550000000,1998101601N.pdf,Artículo 1º — Dispónese la emisión de LETRAS DEL TESORO EN DOLARES ESTADOUNIDENSES con vencimientos 15 de Enero de 1999 y 16 de Abril de 1999 por un importe de DOLARES ESTADOUNIDENSES VALOR NOMINAL TRESCIENTOS MILLONES (U$SVN 300.000.000) y DOLARES ESTADOUNIDENSES VALOR NOMINAL QUINIENTOS CINCUENTA MILLONES (U$SVN 550.000.000) respectivamente.
03-Nov-98,260000000,1998110301N.pdf,Artículo 1º — Dispónese la emisión de LETRAS DEL TESORO EN DOLARES ESTADOUNIDENSES con vencimiento 18 de diciembre de 1998 por un importe de DOLARES ESTADOUNIDENSES VALOR NOMINAL DOSCIENTOS SESENTA MILLONES (U$SVN 260.000.000).
10-Nov-98,2000000000,1998111001N.pdf,Que el artículo 1º de la Resolución de la SECRETARIA DE HACIENDA Nº 198/97 dispuso la emisión de Bonos del Tesoro a Mediano Plazo en Dólares Estadounidenses denominados “BONTES” con el aditamento de la tasa de interés y la fecha de vencimiento por un monto de hasta VALOR NOMINAL DOLARES ESTADOUNIDENSES DOS MIL MILLONES (VN U$S 2.000.000.000.-).
13-Nov-98,300000000,1998111301N.pdf,Artículo 1º — Dispónese la emisión de LETRAS DEL TESORO EN DOLARES ESTADOUNIDENSES con vencimiento 12 de Febrero de 1999 por un importe de DOLARES ESTADOUNIDENSES VALOR NOMINAL TRESCIENTOS MILLONES (U$SVN 300.000.000) y LETRAS DEL TESORO EN DOLARES ESTADOUNIDENSES con vencimiento 14 de Mayo de 1999 por un importe de DOLARES ESTADOUNIDENSES VALOR NOMINAL TRESCIENTOS MILLONES (U$SVN 300.000.000).
07-Dec-98,1000000000,1998120701N.pdf,Que entre las mencionadas propuestas se consideró la más conveniente la realizada por J P. MORGAN & CO. y DEUTSCHE BANK AG. para la emisión de un Bono Global a SIETE (7) años de plazo por un valor nominal dólares estadounidenses un mil millones (V.N. U$S 1.000.000.000.-).
21-Dec-98,300000000,1998122101N.pdf,Artículo 1º — Dispónese la emisión de LETRAS DEL TESORO EN DOLARES ESTADOUNIDENSES con vencimiento 19 de Marzo de 1999 por un importe de DOLARES ESTADOUNIDENSES VALOR NOMINAL TRESCIENTOS MILLONES (U$SVN 300.000.000) y LETRAS DEL TESORO EN DOLARES ESTADOUNIDENSES con vencimiento 18 de 1999 por un importe de DOLARES ESTADOUNIDENSES VALOR NOMINAL TRESCIENTOS MILLONES (U$S VN 300.000.000).
15-Jan-99,425000000,1999011501N.pdf,Artículo 1º — Dispónese la emisión de LETRAS DEL TESORO EN DOLARES ESTADOUNIDENSES con vencimiento 16 de Abril de 1999 por un BOLETIN OFICIAL Nº 29.064 1ª Sección importe de DOLARES ESTADOUNIDENSES VALOR NOMINAL TRESCIENTOS MILLONES (U$SVN 300.000.000) y LETRAS DEL TESORO EN DOLARES ESTADOUNIDENSES con vencimiento 16 de Julio de 1999 por un importe de DOLARES ESTADOUNIDENSES VALOR NOMINAL CUATROCIENTOS VEINTICINCO MILLONES (U$SVN 425.000.000).
17-Feb-99,425000000,1999021701N.pdf,Artículo 1º — Dispónese la emisión de LETRAS DEL TESORO EN DOLARES ESTADOUNIDENSES con vencimiento 14 de mayo de 1999 por un importe de DOLARES ESTADOUNIDENSES VALOR NOMINAL TRESCIENTOS MILLONES (U$SVN 300.000.000) y LETRAS DEL TESORO EN DOLARES ESTADOUNIDENSES con vencimiento 13 de agosto de 1999 por un importe de DOLARES ESTADOUNIDENSES VALOR NOMINAL CUATROCIENTOS VEINTICINCO MILLONES (U$SVN 425.000.000).
05-Mar-99,16350000000,1999030501N.pdf,Que por Resolución de la SECRETARIA DE HACIENDA Nº 326/98 se procedió a la registración de títulos de la deuda pública ante la “SECURITIES AND EXCHANGE COMMISSION” de los ESTADOS UNIDOS DE AMERICApor un monto adicional de hasta VALOR NOMINAL DOLARES ESTADOUNIDENSES CINCO MIL QUINIENTOS MILLONES (V.N. U$S 5.500.000.000 -) alcanzando un monto total de VALOR NOMINAL DOLARES ESTADOUNIDENSES DIECISEIS MILTRESCIENTOS CINCUENTAMILLONES (V.N. U$S 16.350.000.000 -) Que se ha recibido de SALOMON SMITH BARNEY INC. una oferta para realizar una emisión de un nuevo Bono Registrado ante la SECURITIES AND EXCHANGE COMMISSION mediante una colocación directa por un monto de hasta VALOR NOMINAL DOLARES ESTADOUNIDENSES CIENTO VEINTICINCO MILLONES (V.A.
22-Mar-99,550000000,1999032201N.pdf,Artículo 1º — Dispónese la emisión de LETRAS DEL TESORO EN DOLARES ESTADOUNIDENSES con vencimiento 18 de Junio de 1999 por un importe de DOLARES ESTADOUNIDENSES VALOR NOMINAL TRESCIENTOS MILLONES (U$SVN 300.000.000) LETRAS DEL TESORO EN DOLARES ESTADOUNIDENSES con vencimiento 17 de Septiembre de 1999 por un importe de DOLARES ESTADOUNIDENSES VALOR NOMINAL CUATROCIENTOS VEINTICINCO MILLONES (U$SVN 425.000.000) y LETRAS DEL TESORO EN DOLARES ESTADOUNIDENSES con vencimiento 17 de Marzo del 2000 por un importe de DOLARES ESTADOUNIDENSES VALOR NOMINAL QUINIENTOS CINCUENTA MILLONES (U$SVN 550.000.000).
20-Apr-99,425000000,1999042001N.pdf,Por ello EL TESORERO GENERAL DE LA NACION DISPONE Artículo 1º — Dispónese la emisión de LETRAS DEL TESORO EN DOLARES ESTADOUNIDENSES con vencimiento 16 de Julio de 1999 por un importe de DOLARES ESTADOUNIDENSES VALOR NOMINAL TRESCIENTOS MILLONES (U$SVN 300.000.000) y LETRAS DEL TESORO EN DOLARES ESTADOUNIDENSES con vencimiento 15 de Octubre de 1999 por un importe de DOLARES ESTADOUNIDENSES VALOR NOMINAL CUATROCIENTOS VEINTICINCO MILLONES (U$SVN 425.000.000).
26-Apr-99,1000000000,1999042601N.pdf,Que mediante la Resolución de la SECRETARIA DE HACIENDA Nº 207/99 se procedió a la emisión de los instrumentos de deuda pública denominados “BONOS EXTERNOS GLOBALES DE LA REPUBLICA ARGENTINA EN DOLARES ESTADOUNIDENSES 11 75% 1999-2009” por un monto de hasta VALOR NOMINAL DOLARES ESTADOUNIDENSES UNMILMILLONES(V.N.U$S1.000.000.000 -).
12-May-99,1000000000,1999051201N.pdf,Que mediante la Resolución de la SECRETARIA DE HACIENDA Nº 207/99 se procedió a la emisión de los instrumentos de deuda pública denominados “BONOS EXTERNOS GLOBALES DE LA REPUBLICA ARGENTINA EN DOLARES ESTADOUNIDENSES 11 75% 1999-2009” por un monto de hasta VALOR NOMINAL DOLARES ESTADOUNIDENSES UN MIL MILLONES (V.N. U$S 1.000.000.000.-).
14-May-99,425000000,1999051401N.pdf,Artículo 1º — Dispónese la emisión de LETRAS DEL TESORO EN DOLARES ESTADOUNIDENSES con vencimiento 13 de agosto de 1999 por un importe de DOLARES ESTADOUNIDENSES VALOR NOMINAL TRESCIENTOS MILLONES (U$SVN 300.000.000) y LETRAS DEL TESORO EN DOLARES ESTADOUNIDENSES con vencimiento 12 de noviembre de 1999 por un importe de DOLARES ESTADOUNIDENSES VALOR NOMINAL CUATROCIENTOS VEINTICINCO MILLONES (U$SVN 425.000.000).
19-May-99,1500000000,1999051901N.pdf,Artículo 1º — Dispónese la emisión de Bonos del Tesoro a Mediano Plazo en Dólares Estadounidenses denominados “BONTES” con el aditamento de la tasa de interés y la fecha de vencimiento por un monto de hasta VALOR NOMINAL DOLARES ESTADOUNIDENSES MIL QUINIENTOS MILLONES (V.N. U$S 1.500.000.000.-) de acuerdo con las siguientes condiciones financieras:
19-May-99,3000000000,1999051901N.pdf,Art. 2º — Dispónese la emisión de Bonos del Tesoro a Mediano Plazo en Dólares Estadounidenses denominados “BONTES” con el aditamento de la tasa de interés y la fecha de vencimiento por un monto de hasta VALOR NOMINAL DOLARES ESTADOUNIDENSES TRES MIL MILLONES (V.N. U$S 3.000.000.000) de acuerdo con las siguientes características:
11-Jun-99,477367800,1999061101N.pdf,Que por la Resolución de la SECRETARIADE HACIENDA Nº 250/99 se dispuso la emisión de “BONOS DELTESORO AMEDIANO PLAZO 9 50% 2001” por un VALOR NOMINAL DE HASTADOLARES ESTADOUNIDENSES MIL QUINIENTOS MILLONES (VN U$S 1.500.000.000) de los cuales se afectaron al canje un VALOR NOMINAL DE DOLARES ESTADOUNIDENSES UN MIL VEINTIDOS MILLONES SEISCIENTOS TREINTA Y DOS MIL DOSCIENTOS (VN U$S 1.022.632.200) y se afectaron como suscripción en efectivo un VALOR NOMINAL DE DOLARES ESTADOUNIDENSES CUATROCIENTOS SETENTA Y SIETE MILLONES TRESCIENTOS SESENTA Y SIETE MIL OCHOCIENTOS (VN U$S 477.367.800).
22-Jun-99,425000000,1999062201N.pdf,Artículo 1º — Dispónese la emisión de LETRAS DEL TESORO EN DOLARES ESTADOUNIDENSES con vencimiento 17 de Setiembre de 1999 y 17 de Diciembre de 1999 por un importe de DOLARES ESTADOUNIDENSES VALOR NOMINAL TRESCIENTOS MILLONES (U$SVN 300.000.000) y DOLARES ESTADOUNIDENSES VALOR NOMINAL CUATROCIENTOS VEINTICINCO MILLONES (U$SVN 425.000.000) respectivamente.
16-Jul-99,1000000000,1999071601N.pdf,Artículo 1º —Apruébase un “Programa de Financiación a instrumentarse mediante Pagarés o Bonos” porunmontodehastaDOLARESESTADOUNIDENSES MIL MILLONES (U$S 1.000.000.000 -) que podrán ser colocados en una o más licitaciones públicas mediante una o más emisiones a través de los Creadores de Mercado.
16-Jul-99,1000000000,1999071601N.pdf,Art. 2º — Dispónese la emisión de Pagarés o “Bonos del Gobierno a Tasa Variable” por un monto de hasta Valor Nominal DOLARES ESTADOUNIDENSES MIL MILLONES (U$S 1.000.000.000 -) en el marco del Programa aprobado mediante el artículo 1º de la presente Resolución de acuerdo con las siguientes condiciones financieras:
19-Jul-99,425000000,1999071901N.pdf,Artículo 1º — Dispónese la emisión de LETRAS DEL TESORO EN DOLARES ESTADOUNIDENSES con vencimiento 15 de Octubre de 1999 y 14 de Enero del 2000 por un importe de DOLARES ESTADOUNIDENSES VALOR NOMINAL TRESCIENTOS MILLONES (U$SVN 300.000.000) y DOLARES ESTADOUNIDENSES VALOR NOMINAL CUATROCIENTOS VEINTICINCO MILLONES (U$SVN 425.000.000) respectivamente.
11-Aug-99,2000000000,1999081101N.pdf,Que el artículo 1º de la Resolución de la SECRETARIA DE HACIENDA Nº 198/97 dispuso la emisión de Bonos del Tesoro a Mediano Plazo en Dólares Estadounidenses denominados “BONTES” con el aditamento de la tasa de interés y la fecha de vencimiento por un monto de hasta VALOR NOMINAL DOLARES ESTADOUNIDENSES DOS MIL MILLONES (VN U$S 2.000.000.000.-).
13-Aug-99,425000000,1999081301N.pdf,Artículo 1º — Dispónese la emisión de LETRAS DEL TESORO EN DOLARES ESTADOUNIDENSES con vencimiento 12 de Noviembre de 1999 y 11 de Febrero del 2000 por un importe de DOLARES ESTADOUNIDENSES VALOR NOMINAL TRESCIENTOS MILLONES (U$SVN 300.000.000) y DOLARES ESTADOUNIDENSES VALOR NOMINAL CUATROCIENTOS VEINTICINCO MILLONES (U$SVN 425.000.000) respectivamente.
25-Aug-99,3435086000,1999082501N.pdf,Que por las Resoluciones del MINISTERIO DE ECONOMIA Y OBRAS Y SERVICIOS PUBLICOS 1033/97 y de la SECRETARIA DE HACIENDA Nº 49/98 y Nº 278/98 se procedió a la emisión y ampliación del instrumento de deuda pública denominado “BONOS EXTERNOS GLOBALES DE LA REPUBLICA ARGENTINA 9.75% 1997-2027” alcanzando un monto de VALOR NOMINAL DOLARES ESTADOUNIDENSES TRES MIL CUATROCIENTOS TREINTA Y CINCO MILLONES OCHENTA Y SEIS MIL (V.N. U$S 3.435.086.000.-).
25-Aug-99,1500000000,1999082501N.pdf,Que por las Resoluciones de la SECRETARIA DE HACIENDA Nº 483/98 y Nº 134/99 se procedió a la emisión y ampliación de los “BONOS DEL TESORO A MEDIANO PLAZO BONTES 9 9375% 2027” alcanzando un monto de VALOR NOMINAL DOLARES ESTADOUNIDENSES UN MIL QUINIENTOS MILLONES (V.N. U$S 1.500.000.000.-).
25-Aug-99,100000000,1999082501N.pdf,Que los inversores que poseen “BONOS DEL TESORO A MEDIANO PLAZO BONTES 9 9375% 2027” pueden ejercer su opción en cualquier momento lo que hace necesario contar con una autorización global de emisión de “BONOS EXTERNOS GLOBALES DE LA REPUBLICA ARGENTINA 9 75% 19972027” por al menos un VALOR NOMINAL DE DOLARES ESTADOUNIDENSES CIEN MILLONES (V.N. U$S 100.000.000 -).
17-Sep-99,425000000,1999091701N.pdf,Artículo 1º — Dispónese la emisión de LETRAS DEL TESORO EN DOLARES ESTADOUNIDENSES con vencimiento 17 de Diciembre de 1999 y 17 de marzo del 2000 por un importe de DOLARES ESTADOUNIDENSES VALOR NOMINAL TRESCIENTOS MILLONES (U$SVN 300.000.000) y DOLARES ESTADOUNIDENSES VALOR NOMINALCUATROCIENTOS VEINTICINCO MILLONES (U$SVN 425.000.000) respectivamente.
14-Oct-99,425000000,1999101401N.pdf,Artículo 1º — Dispónese la emisión de LETRAS DEL TESORO EN DOLARES ESTADOUNIDENSES con vencimiento 14 de Enero del 2000 y 14 de Abril del 2000 por un importe de DOLARES ESTADOUNIDENSES VALOR NOMINAL TRESCIENTOS MILLONES (U$SVN 300.000.000) y DOLARES ESTADOUNIDENSES VALOR NOMINAL CUATROCIENTOS VEINTICINCO MILLONES (U$SVN 425.000.000) respectivamente.
12-Nov-99,550000000,1999111201N.pdf,Artículo 1º — Dispónese la emisión de LETRAS DEL TESORO EN DOLARES ESTADOUNIDENSES con vencimiento 11 de febrero del 2000 12 de mayo del 2000 y 10 de noviembre del 2000 por un importe de DOLARES ESTADOUNIDENSES VALOR NOMINAL TRESCIENTOS MILLONES (U$SVN 300.000.000) DOLARES ESTADOUNIDENSES VALOR NOMINAL CUATROCIENTOS VEINTICINCO MILLONES (U$SVN 425.000.000) y DOLARES ESTADOUNIDENSES VALOR NOMINAL QUINIENTOS CINCUENTA MILLONES (U$SVN 550.000.000) respectivamente.
21-Dec-99,425000000,1999122101N.pdf,Artículo 1º — Dispónese la emisión de LETRAS DEL TESORO EN DOLARES ESTADOUNIDENSES con vencimiento 17 de marzo del 2000 por un importe de DOLARES ESTADOUNIDENSES VALOR NOMINAL TRESCIENTOS MILLONES (U$SVN 300.000.000) y LETRAS DEL TESORO EN DOLARES ESTADOUNIDENSES con vencimiento 16 de junio del 2000 por un importe de DOLARES ESTADOUNIDENSES VALOR NOMINAL CUATROCIENTOS VEINTICINCO MILLONES (U$SVN 425.000.000) respectivamente.
29-Dec-99,95000000,1999122901N.pdf,Que la mencionada provincia consideró conveniente la emisión de un Bono con vencimiento en el año 2009 a ser colocado por J. P. MORGAN & CO. por un monto total de hasta VALOR NOMINAL NOVENTA Y CINCO MILLONES DE DOLARES ESTADOUNIDENSES (V.N. U$S 95.000.000 -) con amortizaciones anuales iguales y consecutivas y con pagos de intereses semestrales. Dicho bono tendrá legislación argentina y reunirá las características de un bono local.
29-Dec-99,50000000,1999122901N.pdf,Que para completar el financiamiento requerido para la realización de la obra mencionada en el primer considerando de la presente la PROVINCIA de SAN JUAN entendió necesario la emisión de un Bono con vencimiento en el año 2004 a ser colocado por CREDIT SUISSE FIRST BOSTON (EUROPE LIMITED) por un monto total de hasta VALOR NOMINAL CINCUENTA MILLONES DE DOLARES ESTADOUNIDENSES (V.N. U$S 50.000.000 -) en el mercado internacional con amortización al vencimiento (“bullet”) y con pagos de intereses trimestrales.
14-Jan-00,400000000,2000011401N.pdf,Artículo 1º — Dispónese la emisión de LETRAS DELTESORO EN DOLARES ESTADOUNIDENSES con vencimiento 14 de abril de 2000 por un importe de DOLARES ESTADOUNIDENSES VALOR NOMINAL TRESCIENTOS MILLONES (U$SVN 300.000.000) y LETRAS DEL TESORO EN DOLARES ESTADOUNIDENSES con vencimiento 14 de julio de 2000 por un importe de DOLARES ESTADOUNIDENSES VALOR NOMINAL CUATROCIENTOS MILLONES (U$SVN 400.000.000) respectivamente.
31-Jan-00,300000000,2000013101N.pdf,Artículo 1º — Dispónese la emisión de LETRAS DEL TESORO EN DOLARES ESTADOUNIDENSES con vencimiento 28 de Abril del 2000 por un importe de DOLARES ESTADOUNIDENSES VALOR NOMINAL TRESCIENTOS MILLONES (U$SVN 300.000.000).
16-Feb-00,1800000000,2000021601N.pdf,Artículo 1º — Dispónese la emisión de Bonos del Tesoro a Mediano Plazo en Dólares Estadounidenses denominados “BONTES 11 75% 2003” por un monto de hasta VALOR NOMINAL DOLARES ESTADOUNIDENSES MIL OCHOCIENTOS MILLONES (V.N. U$S 1.800.000.000 -) de acuerdo con las siguientes condiciones financieras:
16-Feb-00,1850000000,2000021601N.pdf,Art. 2º — Dispónese la emisión de Bonos del Tesoro a Mediano Plazo en Dólares Estadounidenses denominados “BONTES 12 125% 2005” por un monto de hasta VALOR NOMINAL DOLARES ESTADOUNIDENSES MIL OCHOCIENTOS CINCUENTA MILLONES (V.N. U$S 1.850.000.000 -) de acuerdo con las siguientes condiciones financieras:
22-Feb-00,3000000000,2000022201N.pdf,Artículo 1º — Amplíase el “Programa de Financiación a instrumentarse mediante Pagarés o Bonos” hasta alcanzar un monto de VALOR NOMINAL DOLARES ESTADOUNIDENSES TRES MIL MILLONES (V.N. U$S 3.000.000.000 -) que podrán ser colocados en una o más licitaciones públicas mediante una o más emisiones a través de los Intermediarios Autorizados que se mencionan en el artículo 6º incisos c) y d) de la Ley Nº 17.811 y de acuerdo con los procedimientos aprobados por la Resolución de la SECRETARIADE HACIENDA del entonces MINISTERIO DE ECONOMIA Y OBRAS Y SERVICIOS PUBLICOS Nº 542 de fecha 27 de octubre de 1999.
22-Feb-00,1000000000,2000022201N.pdf,Art. 2º — Autorízase la emisión de Pagarés o “Bonos del Gobierno a Tasa Variable” en una o varias series por un monto de hasta VALOR NOMINAL DOLARES ESTADOUNIDENSES MIL MILLONES (V.N. U$S 1.000.000.000 -) en el marco del Programa ampliado mediante el artículo 1º de la presente Resolución con idénticas condiciones financieras a las aprobadas por las Resoluciones de la SECRETARIA DE HACIENDA del entonces MINISTERIO DE ECONOMIA Y OBRAS Y SERVICIOS PUBLICOS Nº 362 Nº 390 y Nº 542 de fechas 7 de julio de 1999 3 de agosto de 1999 y 27 de octubre de 1999 respectivamente.
25-Feb-00,303714166,2000022501N.pdf,Que por el artículo 1º de la Resolución del MINISTERIO DE ECONOMIA Nº 66/2000 se dispuso la emisión de “BONOS DEL TESORO A MEDIANO PLAZO 11 75% 2003” por un VALOR NOMINAL DE HASTA DOLARES ESTADOUNIDENSES UN MIL OCHOCIENTOS MILLONES (V.N. U$S 1.800.000.000 -) de los cuales se afectaron al canje un VALOR NOMINAL DE DOLARES ESTADOUNIDENSES UN MIL TRESCIENTOS OCHENTA Y UN MILLONES DOSCIENTOS VEINTICUATRO MIL TRESCIENTOS OCHENTA Y SEIS (V.N. U$S 1.381.224.386 -) y se afectaron como suscripción en efectivo un VALOR NOMINAL DOLARES ESTADOUNIDENSES TRESCIENTOS TRES MILLONES SETECIENTOS CATORCE MIL CIENTO SESENTA Y SEIS (V.N. U$S 303.714.166 -).
15-Mar-00,303714166,2000031501N.pdf,Que por el artículo 1º de la Resolución del MINISTERIO DE ECONOMIA Nº 66/2000 se dispuso la emisión de “BONOS DEL TESORO A MEDIANO PLAZO 11 75% 2003” por un VALOR NOMINAL DE HASTA DOLARES ESTADOUNIDENSES MIL OCHOCIENTOS MILLONES (V.N. U$S 1.800.000.000) de los cuales se afectaron al canje un VALOR NOMINAL DE DOLARES ESTADOUNIDENSES MILTRESCIENTOS OCHENTAY UN MILLONES DOSCIENTOS VEINTICUATRO MILTRESCIENTOS OCHENTA Y SEIS (V.N. U$S 1.381.224.386) y se afectaron como suscripción en efectivo un VALOR NOMINAL DOLARES ESTADOUNIDENSES TRESCIENTOS TRES MILLONES SETECIENTOS CATORCE MIL CIENTO SESENTA Y SEIS (V.N. U$S 303.714.166).
